Review Text,Date,Star Rating,Total Films Reviewed,Reviews This Year,Following,Followers
"my introduction tolanthimoswas the favourite, which also had a bad uk distribution it came out around the same time back in 2019 and it was my favourite film of the year.anyway i loved all of its direction, performances and cinematography one i think about all the time. now having seen a few oflanthimos’ other films i can see where he places himself into the weird and wonderful.andpoor thingsis at the height of it…",09 Jan 2024,8,2537,32,966,2537
Would’ve been 5 stars if they didn’t use the R word,07 Jan 2024,0,291,3,500,0
Bella Baxter is 2024 goals letting the intrusive thoughts flow and I’m here for it,06 Jan 2024,9,1363,22,290,1363
Most hilarious dialogue I’ve experienced in some time. A joy to spend time in this twisted universe.,05 Jan 2024,9,884,46,1334,1334
Stunning on multiple levels. A bit long perhaps. But stunning!,04 Jan 2024,8,7263,61,1539,7263
"My second watchSpectacular. Very Coppola'sDracula-coded to me. Expansive and literary and beautifully uplifting. I still have slight issues w some of the pacing but am overwhelmed by the splendor, freedom, and occasional melancholy in it all.",31 Dec 2023,0,3679,93,1780,3679
"as soon as this began with the classical music and fishbowl shots i knew we were so back… oh yorgos how i missed you so!!!!! this has a miraculous odyssey of a script that oozes with originality from start to finish, never failing to be creative or curious. also, there are at least three career-best performances here. this is absolutely a 2023 favorite of mine; i am already on the edge of my seat eager to watch this again and dissect everything this has to say about self-discovery and life! it’s such an insanely wonderful and hopeful film! :)",27 Dec 2023,9,1161,45,358,1161
"""What a pretty little r*****.""This was absolutely worth the hour+ drive to the theater. A very bizarre, very ambitious, very quirky, very disturbing, very funny, very well-made, and very entertaining film that I would consider to be another standout of 2023. Pretty much every aspect of this film felt like next-level filmmaking: insane production/costume design, insane make-up effects, insane cinematography, a truly fantastic and original score, great editing choices, really interesting use of visual effects. Just about every set,…",27 Dec 2023,9,2118,44,296,2118
"This is my Barbie. Barbenstein?My struggle right now with this film is that I decided Godzilla Minus One was best picture of the year right before I saw this and now I'm waffling. There are a few more contenders I need to get to but for now it's a tie. I was a little worried at the start just because for the first time a Yorgos film was reminding me of other films and filmmakers (Kaufman, Jeunet & Carot), but…",23 Dec 2023,0,1955,37,502,1955
"It’s like a messed up Tim Burton’s Barbie (2023).While some of the film’s nuance feels a little too on the nose and over-cooked, I do think that everything surrounding what this film is saying is remarkable. In many ways, it is an incredible examination of women’s bodily autonomy within “polite” and “impolite” society with enough subtlety and overtness to leave you feeling touched and disturbed at the same time. And about as good as you can get with two…",22 Dec 2023,8,939,1,550,0
"I’ve been a fan of Yorgos Lathimos since I saw The Lobster. Intrigued by his style, I did a dive of all of his work, following The Lobster with Dogtooth. The deadpan dialogue and weirdness of it all really made me a fan. Then I saw The Killing of a Sacred Deer and it seemed impossible for anything to top that from his filmography. I found The Favorite and Alps to be okay but the others I was very fond…",22 Dec 2023,0,5528,80,263,5528
Sugar and violence,21 Dec 2023,8,3679,93,1780,3679
"Not impossible to overhype, though in my long but not actually arduous wait I'vefinallymet a Yorgos that's better thanDogtooth.Hilariously relieving!",19 Dec 2023,9,4081,82,520,4081
"Yorgos, you mad genius, what an achievement. This was my most anticipated film of the year, I think. It’s been five long years since The Favourite and this premise with this cast was can’t miss but I was still completely taken by surprise.The film is a look at the types of men in the world and how they attempt to categorize and confine women. All told through the eyes of our female Frankenstein’s creature.  She begins as an infant…",18 Dec 2023,0,4555,58,551,4555
"really bizarre to read about how this ispushing boundariesre: sex in film when sex is treated exclusively as a gag or a punchline. sloppy, tonally incoherent, kneecaps its (sometimes very interesting, if always half-formed) ideas again and again. terribly acted by nearly everyone but stone, and oh my god is the acting class-ass child thing in the first act excruciating. should have cast larry david in the ruffalo role.",15 Dec 2023,4,398,14,151,0
"i always think it will be betterand it will. all hail emma stone, i don't think i've ever seen someone so fearless and glorious in front of the camera.",14 Dec 2023,9,1579,27,602,1579
i can’t stop thinking about why she never got her period.edit: i have been informed this is now a film twitter talking point and i retract thinking about it,12 Dec 2023,8,109,14,867,0
Yorgos Lanthimos will continue to make people stuff their silly faces and bluntly state their stupid feelings and I will eat it up every single time.,08 Dec 2023,2,1092,10,700,1092
"The Barbie that I wanted!!! Neither incredibly meaningful nor inane but sumptuous to look at, performances are pitch perfect, costumes divine, never dull, isn’t that enough? Better than Wes Anderson’s pithy nonsense he’s putting out these days too— though I doubt it’s much more than a fairytale meant to shock and amaze the mainstream. I kind of like that it focused more on the hero’s journey/ odyssey than any type of psychological analysis of Bella’s predicament and past— the tone…",10 Dec 2023,1,851,30,228,0
"Endless. So flat. So surface level. I wishPoor Thingswas as creative as it tries so hard to be. At one point, it’s steam punkTitanicmeets a man (apparently Yorgos Lanthimos) who thinks even an enlightened woman equals sex. Dress Emma Stone in editorial fashion and everyone will love it! I couldn’t muster a single emotion for anyone in this movie if you told me I would’ve gotten out of the Grove any faster.Just because it acts smart doesn’t mean it is.",09 Dec 2023,0,1234,10,130,1234
“What?”- Duncan Wedderburn,09 Dec 2023,0,666,10,4,0
"so whimsically charming and off-kilter. so strange most of the time, yet so emotionally grounded when it needs to be. not to mention how outrageously funny it is, my screening ATE this UP, and i did too. it masterfully balances the hilarious moments with the more grounded, emotional scenes to create a deeply liberating, powerful, sex positive tale of female autonomy in a world that fears it.i cant add much to the conversation in terms of commenting on the…",09 Dec 2023,8,1364,49,587,1364
MOVIE OF THE YEAR!!!!! AND IT’S NOT EVEN CLOSE!!!!!!,07 Dec 2023,0,1312,27,520,1312
"Feminism took 100s of years back with this movie. It’s about a baby brained babbling sex doll shell of a person who everyone takes advantage of. Emma Stone just gets railed in front of our eyes for 2.5hours. Beautifully shot, styled, and sets, but what a lousy and pedophilic story.",04 Dec 2023,1,22,22,0,0
"incredibly funny, extraordinarily camp in the best way, and mark ruffalo with his best performance since in the cut (2003)but this is *very* male-gazey, yorgos's gunk emanating through the screen, frustrating, and as a whole frankly very derivative and cliche. felt very distant from this, and unfortunately not a fan.wish jane campion made this instead...those title cards were the best i've ever seen though... so pretty",02 Dec 2023,6,964,13,90,0
"LIFF37 2023 #1“I must go punch that baby.”The first film of the Leeds International Film Festival 2023 (LIFF), and what a strong start!Poor Things is a humorous, sexy, and Gothic tale that can be philosophically but in the most bizarre ways. There is something so wonderful about the weird, especially in art.Emma Stone's performance as Bella Baxter was just glorious. It’s also a very “risky” performance because when we first meet her, she is a child…",07 Nov 2023,9,4099,115,4430,4099
"Exquisite! Blending gothic architecture with surrealist imagery, this is a triumphant ode to women's agency and autonomy. Simply the best Emma Stone has ever been, and I'll now watch whatever Lanthimos wants to do next.",27 Oct 2023,9,2733,31,221,2733
"CIFF #10: Poor ThingsI originally was not planning to see this, since this was announced at the festival last minute and was not able to get a ticket in time. I finally decided to get in the rush line and i got in, and what followed was a movie that’s unlike anything that’s shown on screen before.Let me get this out of the way, the performances here are very amazing. Emma Stone, Mark Ruffalo, and Willem Dafoe give…",21 Oct 2023,0,1439,47,220,1439
"“She grabbed me in my hairy business"" -Mrs PrimPoor Thingsshows Yorgos Lanthimos at a very elevated level of his craft. His crass and awkward humour from his previous works has always been hard for me to connect with, but here, there is a conventional unconventionality that makes this film shine. From the beautiful steampunk art style and cinematography, to the larger than life characters, this really was nothing short of a cinematic marvel. Probably the most compelling mix of laughter and intrigue I’ve watched all year.Best of 2023BFI London Film Festival 2023",15 Oct 2023,9,2152,92,683,2152
